,T [K],Time [s],Hardness [HV],C,Mn,Si,Cr,V,W,dataset,DROP,Mo,Ni,Co,Al,Cu,Ti,N,B,S,Izod [J]
195,810.9277777777778,3600.0,208.56010061778588,0.19,0.3,0.0,0.18,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,922.0388888888888,3600.0,208.87038306985588,0.19,0.5,0.0,0.0,0.075,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,922.0388888888888,3600.0,209.2341218391932,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
198,866.4833333,3600.0,209.2500964,0.2,0.9,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,923.0,3600.0,210.0,0.31,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200,773.15,3600.0,210.4651163,0.18,0.0,0.0,0.0,0.0,0.0,Speich,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201,810.9277777777778,3600.0,210.8033241,0.42,0.0,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202,866.4833333333333,3600.0,211.39831358354564,0.19,0.3,0.0,0.4,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
203,977.5944444,3600.0,211.6720374,0.43,0.78,0.22,0.74,0.0,0.0,handbook,False,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.033,126.09143662888444
204,866.4833333333333,3600.0,211.672037443,0.39,0.71,0.15,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,101.68664244264872
205,866.4833333333333,3600.0,211.672037443,0.37,1.4,0.17,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,54.63962253918325
206,866.4833333333333,3600.0,211.672037443,0.39,0.71,0.15,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,103.04246434188406
207,866.4833333333333,3600.0,211.672037443,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,75.92602635717772
208,810.9277777777778,3600.0,211.672037443,0.46,1.37,0.05,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,72.26530722924237
209,866.4833333333333,3600.0,211.672037443,0.46,1.37,0.05,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,75.92602635717772
210,866.4833333333333,3600.0,211.672037443,0.54,0.69,0.19,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,29.421335213406365
211,922.0388888888888,3600.0,211.672037443,0.31,0.75,0.0,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.2263680242963
212,810.9277777777778,3600.0,211.672037443,0.39,0.71,0.15,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,115.92277238461956
213,866.4833333333333,3600.0,212.46098130942025,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
214,810.9277778,3600.0,213.5857447,0.08,0.5,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
215,810.9277777777778,3600.0,215.44719403008315,0.2,0.5,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
216,922.0388888888888,3600.0,216.983918608,0.4,1.77,0.25,0.12,0.0,0.0,handbook,True,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,117.54975866370194
217,810.9277777777778,3600.0,216.983918608,0.405,0.75,0.0,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.21438255870709
218,866.4833333333333,3600.0,216.983918608,0.39,0.71,0.15,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,107.38109441943706
219,922.0388888888888,3600.0,216.983918608,0.46,1.37,0.05,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,63.72362926405987
220,810.9277777777778,3600.0,216.983918608,0.46,1.37,0.05,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,69.28249905092467
221,977.5944444444444,3600.0,216.983918608,0.6,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.18390368241228
222,866.4833333333333,3600.0,216.983918608,0.46,1.37,0.05,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,63.04571831444222
223,810.9277777777778,3600.0,217.0722598891513,0.19,0.53,0.09,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
224,866.4833333333333,3600.0,217.17423044256967,0.19,0.53,0.56,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
225,813.0,3600.0,217.5,0.405,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
226,923.15,3600.0,217.9734453,0.15,0.0,0.021,0.0,0.075,0.0,Tanino,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.006,
227,723.0,5400.0,218.3905933,0.22,0.0,0.0,0.0,0.0,0.0,Ohmura,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
228,973.0,1200.0,218.6139114,0.23,0.99,0.15,0.16,0.0,0.0,Mukherjee,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.02,
229,866.4833333,3600.0,219.3205672,0.2,1.22,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
230,810.9277777777778,3600.0,220.4665333310085,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
231,923.0,3600.0,220.668367,0.23,0.99,0.15,0.16,0.0,0.0,Mukherjee,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.02,
232,773.0,5400.0,221.532904,0.41,0.0,0.0,0.0,0.0,0.0,Ohmura,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
233,873.15,57600.0,222.1169036,0.17,1.2,0.29,0.0,0.0,0.0,Goodall,False,0.0,0.0,0.0,0.03,0.0,0.024,0.004,0.0025,0.002,
234,810.9277778,3600.0,222.1446515,0.2,0.5,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,866.4833333333333,3600.0,222.305285123,0.4,1.77,0.25,0.12,0.0,0.0,handbook,False,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,115.51602581484896
236,866.4833333333333,3600.0,222.305285123,0.4,1.77,0.25,0.12,0.0,0.0,handbook,True,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,87.45051250067792
237,810.9277777777778,3600.0,222.305285123,0.39,0.71,0.15,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,97.6191767449428
238,866.4833333333333,3600.0,222.305285123,0.46,1.37,0.05,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,71.18064970985411
239,866.4833333333333,3600.0,222.305285123,0.4,0.9,0.27,0.62,0.0,0.0,handbook,False,0.02,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.018,115.92277238461956
240,810.9277777777778,3600.0,222.305285123,0.39,0.71,0.15,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,90.16215629914856
241,922.0388888888888,3600.0,222.305285123,0.4,0.9,0.27,0.62,0.0,0.0,handbook,False,0.02,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.018,123.3797928304138
242,810.9277777777778,3600.0,222.305285123,0.29,0.85,0.25,0.44,0.0,0.0,handbook,True,0.19,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.021,128.80308042735507
243,922.0388888888888,3600.0,222.305285123,0.46,1.37,0.05,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,66.8420196323011
244,922.0388888888888,3600.0,222.305285123,0.4,1.77,0.25,0.12,0.0,0.0,handbook,False,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,122.70188188079614
245,922.0388888888888,3600.0,222.305285123,0.54,0.69,0.19,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,30.099246163024024
246,977.5944444444444,3600.0,222.305285123,0.3,0.8,0.27,0.48,0.0,0.0,handbook,False,0.18,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.024,154.56369651282608
247,922.0388888888888,3600.0,222.305285123,0.39,0.68,0.31,0.08,0.0,0.0,handbook,True,0.24,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.012,116.87184771408428
248,922.0388888888888,3600.0,222.305285123,0.54,0.69,0.19,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,26.438527035088672
249,922.0388888888888,3600.0,222.305285123,0.43,0.78,0.22,0.74,0.0,0.0,handbook,True,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.033,62.50338955474809
250,866.4833333333333,3600.0,222.305285123,0.46,1.37,0.05,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,62.36780736482456
251,810.9277777777778,3600.0,222.305285123,0.37,1.4,0.17,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,41.75931449644775
252,866.4833333333333,3600.0,222.305285123,0.37,1.4,0.17,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,82.7051358533543
253,922.0388888888888,3600.0,222.305285123,0.54,0.69,0.19,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,22.642225717229785
254,922.0388888888888,3600.0,222.305285123,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,91.92472476815443
255,922.0388888888888,3600.0,222.305285123,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,81.34931395411898
256,922.0388888888888,3600.0,222.305285123,0.44,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,69.14691686100115
257,866.4833333333333,3600.0,222.305285123,0.335,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,96.26335484570748
258,977.5944444444444,3600.0,222.305285123,0.515,0.75,0.0,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92602635717772
259,923.0,3600.0,222.5,0.44,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,
260,923.0,3600.0,222.5,0.41,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,
261,873.15,3600.0,222.6274455,0.15,0.0,0.021,0.0,0.075,0.0,Tanino,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.006,
262,923.0,2400.0,222.8402626,0.23,0.99,0.15,0.16,0.0,0.0,Mukherjee,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.02,
263,866.4833333333333,3600.0,222.9066368066788,0.19,0.3,0.0,0.63,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
264,866.4833333333333,3600.0,222.924537623374,0.19,0.53,0.85,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
265,866.4833333333333,3600.0,223.19594208408867,0.19,0.5,0.0,0.0,0.052,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
266,922.0388889,3600.0,223.5842368,0.58,0.5,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
267,823.15,3600.0,223.8901794,0.15,0.0,0.021,0.0,0.075,0.0,Tanino,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.006,
268,810.9277778,3600.0,223.9258022,0.2,0.64,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
269,810.9277777777778,3600.0,224.099723,0.5,0.0,0.0,0.0,0.0,0.0,Grange,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
270,673.15,3600.0,224.4186047,0.026,0.0,0.0,0.0,0.0,0.0,Speich,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
271,810.9277777777778,3600.0,224.78685137590168,0.19,0.5,0.0,0.0,0.02,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
272,923.0,3600.0,225.5,0.375,0.8,0.25,0.0,0.0,0.0,handbook,False,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
273,810.9277777777778,3600.0,226.2460486556338,0.2,0.5,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
274,810.9277777777778,3600.0,226.25853893351064,0.19,0.53,0.29,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
275,810.9277777777778,3600.0,226.290826449193,0.19,0.3,0.0,0.4,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
276,973.0,600.0,226.6949683,0.23,0.99,0.15,0.16,0.0,0.0,Mukherjee,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.02,
277,923.0,3600.0,227.5,0.515,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
278,873.15,90000.0,227.7168165758985,0.56,0.0,0.0,0.0,0.0,0.0,Hollomon ,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
279,810.9277777777778,3600.0,228.703445603,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,68.19784153153641
280,922.0388888888888,3600.0,228.703445603,0.44,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,84.06095775258962
281,810.9277777777778,3600.0,228.703445603,0.46,1.37,0.05,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,61.01198546558924
282,866.4833333333333,3600.0,228.703445603,0.54,0.69,0.19,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,30.50599273279462
283,977.5944444444444,3600.0,228.703445603,0.39,0.76,0.25,0.65,0.0,0.0,handbook,False,0.08,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.026,142.36129941970822
284,866.4833333333333,3600.0,228.703445603,0.54,0.69,0.19,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,27.38760236455339
285,810.9277777777778,3600.0,228.703445603,0.46,1.37,0.05,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,55.58869786864798
286,922.0388888888888,3600.0,228.703445603,0.515,0.75,0.0,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.79109496176582
287,922.0388888888888,3600.0,228.703445603,0.43,0.78,0.22,0.74,0.0,0.0,handbook,False,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.033,147.920169206573
288,922.0388888888888,3600.0,228.703445603,0.54,0.69,0.19,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,34.166711860729976
289,866.4833333333333,3600.0,228.703445603,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,67.11318401214817
290,922.0388888888888,3600.0,228.703445603,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,100.737567113184
291,810.9277777777778,3600.0,228.703445603,0.39,0.71,0.15,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,101.68664244264872
292,866.4833333333333,3600.0,228.703445603,0.29,0.85,0.25,0.44,0.0,0.0,handbook,False,0.19,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.021,129.75215575681975
293,810.9277777777778,3600.0,228.703445603,0.37,1.4,0.17,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,30.50599273279462
294,823.0,5400.0,229.3886807,0.62,0.0,0.0,0.0,0.0,0.0,Ohmura,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
295,699.8166666666666,3600.0,229.6398892,0.12,0.0,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
296,773.15,3600.0,230.2325581,0.39,0.0,0.0,0.0,0.0,0.0,Speich,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
297,698.0,5400.0,230.9598361,0.22,0.0,0.0,0.0,0.0,0.0,Ohmura,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
298,810.9277777777778,3600.0,231.70786042214468,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
299,866.4833333,3600.0,231.9078525,0.2,1.66,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
300,973.15,900.0,232.07024098802188,0.56,0.0,0.0,0.0,0.0,0.0,Hollomon ,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
301,810.9277777777778,3600.0,234.4478594675206,0.19,0.53,0.56,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
302,873.15,28800.0,234.8341232,0.17,1.2,0.29,0.0,0.0,0.0,Goodall,False,0.0,0.0,0.0,0.03,0.0,0.024,0.004,0.0025,0.002,
303,755.3722222,3600.0,234.9783661,0.2,0.35,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
304,813.0,3600.0,235.0,0.355,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,
305,923.0,3600.0,235.0,0.405,0.875,0.25,0.95,0.0,0.0,handbook,False,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
306,923.0,3600.0,235.0,0.6,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
307,810.9277778,3600.0,235.0608319,0.2,0.9,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
308,866.4833333333333,3600.0,235.115264987,0.44,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,59.656163566353925
309,922.0388888888888,3600.0,235.115264987,0.6,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.18390368241228
310,866.4833333333333,3600.0,235.115264987,0.39,0.68,0.31,0.08,0.0,0.0,handbook,True,0.24,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.012,110.4994847876783
311,922.0388888888888,3600.0,235.115264987,0.41,0.9,0.25,0.53,0.0,0.0,handbook,False,0.29,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.01,115.51602581484896
312,866.4833333333333,3600.0,235.115264987,0.335,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,88.12842345029557
313,922.0388888888888,3600.0,235.115264987,0.4,1.77,0.25,0.12,0.0,0.0,handbook,False,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,102.3645533922664
314,866.4833333333333,3600.0,235.115264987,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,79.04441672541894
315,922.0388888888888,3600.0,235.115264987,0.39,0.68,0.31,0.08,0.0,0.0,handbook,False,0.24,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.012,119.58349151255491
316,922.0388888888888,3600.0,235.115264987,0.54,0.69,0.19,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,43.38630077553013
317,866.4833333333333,3600.0,235.115264987,0.46,1.37,0.05,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,61.01198546558924
318,810.9277777777778,3600.0,235.115264987,0.46,1.37,0.05,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,66.43527306253051
319,922.0388888888888,3600.0,235.115264987,0.4,0.9,0.27,0.62,0.0,0.0,handbook,False,0.02,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.018,124.73561472964911
320,810.9277777777778,3600.0,235.115264987,0.335,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,82.7051358533543
321,922.0388888888888,3600.0,235.115264987,0.54,0.69,0.19,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,89.07749877976029
322,866.4833333333333,3600.0,235.115264987,0.37,1.4,0.17,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,59.656163566353925
323,922.0388888888888,3600.0,235.115264987,0.54,0.69,0.19,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,32.539725581647595
324,810.9277777777778,3600.0,235.115264987,0.37,1.4,0.17,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,62.36780736482456
325,866.4833333333333,3600.0,235.115264987,0.54,0.69,0.19,0.0,0.0,0.0,handbook,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,21.015239438147404
326,922.0388888888888,3600.0,235.115264987,0.4,0.83,0.26,0.94,0.0,0.0,handbook,False,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.009,117.54975866370194
327,866.4833333333333,3600.0,235.115264987,0.3,0.48,0.2,0.91,0.0,0.0,handbook,False,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.015,122.70188188079614
328,866.4833333333333,3600.0,235.43312409635976,0.19,0.5,0.0,0.0,0.075,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
329,810.9277777777778,3600.0,235.677308198456,0.19,0.3,0.0,0.63,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
330,977.5944444444444,3600.0,236.0410167370609,0.19,0.5,0.0,0.0,0.18,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
331,810.9277777777778,3600.0,236.98905202783936,0.19,0.5,0.0,0.0,0.052,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
332,866.4833333333333,3600.0,237.0217274087214,0.2,0.5,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
333,922.0388888888888,3600.0,237.07613587603296,0.29,0.51,0.24,0.86,0.002,0.0,Athavale,False,0.18,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,
334,755.3722222222223,3600.0,237.3961219,0.42,0.0,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335,755.3722222222223,3600.0,237.5173303666031,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
336,866.4833333,3600.0,237.8935869,0.2,1.95,0.0,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
337,923.0,1200.0,238.4144334,0.23,0.99,0.15,0.16,0.0,0.0,Mukherjee,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.02,
338,755.3722222222223,3600.0,238.4477364922992,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
339,873.0,10800.0,238.7793892,0.23,0.99,0.15,0.16,0.0,0.0,Mukherjee,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.02,
340,755.3722222222223,3600.0,239.83539406087056,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
341,923.0,3600.0,240.0,0.405,0.8,0.25,0.8,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
342,923.0,3600.0,240.0,0.465,0.875,0.25,0.275,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
343,813.0,3600.0,240.0,0.44,1.5,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,
344,923.0,3600.0,240.0,0.515,0.75,0.0,0.0,0.0,0.0,handbook,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
345,810.9277777777778,3600.0,240.21100922019207,0.19,0.53,0.85,0.0,0.0,0.0,Grange,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
346,923.15,3600.0,240.38564,0.17,0.0,0.02,0.0,0.111,0.0,Tanino,False,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.006,
347,755.3722222222223,3600.0,240.412045941152,0.18,0.3,0.0,0.0,0.0,0.0,Grange,False,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
